[UPDATE], 142, 10
[UPDATE], 143, 20
[UPDATE], 144, 31
[UPDATE], 145, 41
[UPDATE], 146, 46
[UPDATE], 147, 55
[UPDATE], 148, 58
[UPDATE], 149, 66
[UPDATE], 150, 72
[UPDATE], 151, 77
[UPDATE], 152, 81
[UPDATE], 153, 86
[UPDATE], 154, 94
[UPDATE], 155, 95
[UPDATE], 156, 97
[UPDATE], 157, 100
[UPDATE], 158, 106
[UPDATE], 159, 110
[UPDATE], 160, 114
[UPDATE], 161, 117
[UPDATE], 162, 119
[UPDATE], 163, 122
[UPDATE], 164, 124
[UPDATE], 165, 127
[UPDATE], 166, 131
[UPDATE], 167, 137
[UPDATE], 168, 139
[UPDATE], 169, 143
[UPDATE], 171, 144
[UPDATE], 172, 146
[UPDATE], 173, 149
[UPDATE], 174, 150
[UPDATE], 175, 151
[UPDATE], 178, 155
[UPDATE], 179, 157
[UPDATE], 180, 159
[UPDATE], 181, 161
[UPDATE], 182, 162
[UPDATE], 183, 165
[UPDATE], 184, 168
[UPDATE], 186, 169
[UPDATE], 188, 171
[UPDATE], 191, 172
[UPDATE], 194, 174
[UPDATE], 195, 175
[UPDATE], 215, 176
[UPDATE], 216, 177
[UPDATE], 218, 178
[UPDATE], 220, 179
[UPDATE], 221, 180
[UPDATE], 223, 181
[UPDATE], 224, 182
[UPDATE], 226, 183
[UPDATE], 227, 184
[UPDATE], 229, 185
[UPDATE], 234, 186
[UPDATE], 237, 187
[UPDATE], 238, 188
[UPDATE], 245, 189
[UPDATE], 246, 191
[UPDATE], 251, 192
[UPDATE], 253, 193
[UPDATE], 263, 194
[UPDATE], 265, 195
[UPDATE], 270, 196
[UPDATE], 277, 197
[UPDATE], 286, 199
[UPDATE], 291, 200
[UPDATE], 296, 201
[UPDATE], 299, 202
[UPDATE], 302, 203
[UPDATE], 317, 204
[UPDATE], 326, 205
[UPDATE], 331, 206
[UPDATE], 338, 207
[UPDATE], 343, 208
[UPDATE], 406, 209
[UPDATE], 408, 210
[UPDATE], 413, 211
[UPDATE], 442, 212
[UPDATE], 534, 213
[UPDATE], 667, 214
[UPDATE], 788, 215
[UPDATE], 845, 216
[UPDATE], 3453, 217
[UPDATE], 6347, 218
